,Device_type,Device_ID,Device_brand,Device_model,Manufacture_Date,Allocation_Date,device_in_use,water_damage,device_responsive,battery_health,Usage(hrs),Latency(ms)
5832,Laptop,42707523,HP,Probook,2018-10-09,2021-03-27,Yes,Yes,Yes,Good,15.24,Good
5833,Feature Phone,23180925,Samsung,215,2014-02-18,2021-08-07,No,No,No,Poor,1.22,Poor
5834,Laptop,55438117,Lenovo,ThinkPad,2020-06-02,2021-05-17,No,No,No,Average,9.6,Average
5835,Smart Phone,64715469,OnePlus,OnePlus nord,2014-06-20,2021-06-20,Yes,Yes,Yes,Average,6.92,Average
5836,Smart Phone,00651769,Samsung,Galaxy J7 duo,2018-04-22,2021-06-22,No,No,No,Poor,4.89,Poor
5837,Smart Phone,75168162,Blackberry,Q10,2020-11-24,2021-03-20,No,No,Yes,Poor,4.76,Poor
5838,Feature Phone,41897782,Nokia,6300,2019-10-15,2021-01-01,No,Yes,Yes,Good,18.24,Good
5839,Feature Phone,27308257,Samsung,5310,2014-06-28,2021-01-22,No,Yes,No,Good,11.15,Good
5840,Smart Phone,46404596,Samsung,Galaxy J7 duo,2018-01-08,2021-06-25,No,Yes,No,Good,16.37,Good
5841,Laptop,34683989,HP,Pavilion,2018-08-25,2021-04-08,No,Yes,No,Average,6.74,Average
5842,Laptop,87469998,Dell,Vostro,2020-06-08,2021-02-13,No,No,No,Poor,3.98,Poor
5843,Laptop,66413431,HP,Probook,2018-04-24,2021-04-21,Yes,No,Yes,Average,9.6,Average
5844,Laptop,01984156,Dell,Inspiron,2016-02-19,2021-02-03,Yes,Yes,Yes,Good,12.1,Good
5845,Laptop,55209915,HP,Probook,2014-01-11,2021-01-01,Yes,No,Yes,Poor,2.97,Poor
5846,Feature Phone,06852801,Nokia,8000,2018-06-30,2021-05-16,No,No,Yes,Poor,4.73,Poor
5847,Smart Phone,75975210,Oppo,A3s,2016-07-17,2021-08-03,Yes,Yes,Yes,Good,18.84,Good
5848,Smart Phone,59110651,Oppo,A52,2016-10-09,2021-02-01,No,Yes,Yes,Good,12.37,Good
5849,Smart Phone,58567494,Oppo,R1,2019-01-10,2021-06-19,No,Yes,Yes,Good,15.33,Good
5850,Smart Phone,63883619,Samsung,Galaxy Note 9,2019-01-12,2021-01-03,No,Yes,No,Average,9.88,Average
5851,Feature Phone,82646370,Samsung,125,2017-06-28,2021-01-02,No,Yes,No,Good,18.64,Good
5852,Feature Phone,60730268,Samsung,6300,2016-05-07,2021-05-23,Yes,No,Yes,Average,9.73,Average
5853,Smart Phone,31887021,Oppo,Find 7,2014-09-17,2021-02-13,No,No,Yes,Average,7.13,Average
5854,Laptop,78993211,Dell,Vostro,2016-12-24,2021-02-11,No,No,No,Average,6.75,Average
5855,Smart Phone,41636725,Nokia,G300,2020-09-29,2021-05-26,No,No,No,Average,8.58,Average
5856,Smart Phone,05237029,OnePlus,OnePlus 6,2017-11-13,2021-06-22,No,No,No,Good,14.16,Good
5857,Laptop,33782300,Lenovo,Ideapad,2020-06-07,2021-03-24,No,No,No,Poor,4.15,Poor
5858,Laptop,05798940,Dell,Inspiron,2015-01-10,2021-04-16,No,Yes,No,Good,15.28,Good
5859,Smart Phone,04404408,Nokia,XR20,2020-07-07,2021-06-01,No,Yes,No,Average,6.44,Average
5860,Laptop,03602607,Lenovo,Ideapad,2019-11-17,2021-07-26,No,Yes,No,Poor,2.63,Poor
5861,Laptop,67476558,Lenovo,Ideapad,2014-10-25,2021-03-18,No,Yes,No,Good,15.54,Good
5862,Smart Phone,40860008,Samsung,Galaxy A6,2014-05-07,2021-05-28,No,No,No,Poor,2.36,Poor
5863,Feature Phone,58624722,Nokia,215,2019-03-19,2021-04-14,Yes,No,Yes,Good,17.12,Good
5864,Laptop,83167881,Apple,ProBook,2014-03-22,2021-06-10,Yes,Yes,Yes,Poor,4.46,Poor
5865,Feature Phone,56266559,Nokia,215,2015-12-05,2021-05-04,Yes,No,Yes,Poor,2.55,Poor
5866,Feature Phone,53575937,Nokia,225,2019-12-02,2021-08-09,No,Yes,No,Good,12.58,Good
5867,Smart Phone,15591425,Oppo,A11k,2018-06-30,2021-03-25,Yes,No,Yes,Average,7.45,Average
5868,Smart Phone,42562740,Blackberry,Aurora,2016-05-29,2021-04-18,No,Yes,No,Good,12.36,Good
5869,Laptop,35408277,Lenovo,Ideapad,2014-04-04,2021-04-28,No,No,No,Good,14.13,Good
5870,Smart Phone,33204734,Oppo,A52,2016-11-16,2021-06-06,Yes,No,Yes,Poor,4.52,Poor
5871,Laptop,74696895,Lenovo,ThinkPad,2016-12-06,2021-01-09,No,No,No,Average,8.87,Average
5872,Feature Phone,52034718,Samsung,125,2019-11-20,2021-02-16,No,No,No,Good,15.76,Good
5873,Smart Phone,52009129,Blackberry,Keyone,2014-07-24,2021-02-14,No,Yes,Yes,Average,9.86,Average
5874,Smart Phone,38342400,OnePlus,OnePlus 6T,2014-01-04,2021-03-11,No,No,Yes,Average,9.88,Average
5875,Feature Phone,33522517,Samsung,125,2020-01-02,2021-03-29,No,Yes,No,Good,17.74,Good
5876,Feature Phone,03572580,Samsung,225,2020-04-17,2021-01-15,Yes,No,Yes,Average,8.56,Average
5877,Laptop,68306458,Lenovo,Ideapad,2017-03-22,2021-02-05,No,Yes,Yes,Good,14.26,Good
5878,Laptop,16122376,Apple,MacBook,2015-08-21,2021-06-20,No,No,Yes,Average,7.0,Average
5879,Feature Phone,62270977,Nokia,125,2016-04-16,2021-06-29,No,No,No,Good,18.3,Good
5880,Feature Phone,14539367,Nokia,215,2020-02-18,2021-05-05,No,Yes,Yes,Good,16.3,Good
5881,Smart Phone,96330456,Apple,Iphone XR,2014-05-08,2021-05-09,No,No,No,Good,13.26,Good
5882,Feature Phone,35524373,Samsung,225,2017-11-02,2021-05-27,No,No,No,Good,16.52,Good
5883,Laptop,72189375,Dell,Vostro,2014-11-07,2021-06-26,Yes,Yes,Yes,Good,14.32,Good
5884,Smart Phone,70851601,Samsung,Galaxy S9,2020-04-28,2021-01-31,Yes,No,Yes,Good,16.72,Good
5885,Feature Phone,34459669,Samsung,125,2016-11-04,2021-05-30,No,No,Yes,Average,9.34,Average
5886,Smart Phone,63468366,Apple,Iphone XS,2019-04-28,2021-03-10,No,Yes,No,Good,13.6,Good
5887,Laptop,47335561,Apple,ProBook,2019-12-27,2021-07-15,No,No,Yes,Average,7.74,Average
5888,Feature Phone,05129508,Samsung,6300,2015-03-04,2021-07-16,No,No,Yes,Good,12.55,Good
5889,Smart Phone,77406484,OnePlus,OnePlus 8,2019-10-10,2021-02-19,No,No,No,Average,9.12,Average
5890,Smart Phone,97813224,Apple,Iphone 5S,2020-09-13,2021-02-10,No,Yes,No,Poor,2.7,Poor
5891,Feature Phone,49529951,Samsung,5310,2014-09-29,2021-03-04,Yes,No,Yes,Good,16.8,Good
5892,Smart Phone,66006442,Nokia,G50,2017-11-05,2021-05-25,Yes,No,Yes,Average,7.36,Average
5893,Smart Phone,58354629,Oppo,Joy,2018-09-18,2021-04-07,No,No,No,Good,16.16,Good
5894,Feature Phone,11271666,Samsung,215,2017-06-27,2021-04-13,No,No,No,Good,18.44,Good
5895,Smart Phone,72085738,Apple,Iphone 7,2018-02-09,2021-01-22,No,Yes,No,Average,8.21,Average
5896,Feature Phone,04931294,Samsung,6300,2018-04-29,2021-05-18,No,Yes,Yes,Good,15.0,Good
5897,Feature Phone,25926347,Nokia,5310,2014-07-16,2021-08-06,No,Yes,Yes,Poor,3.67,Poor
5898,Feature Phone,02253282,Samsung,215,2015-11-06,2021-03-19,No,No,Yes,Average,6.15,Average
5899,Feature Phone,24980067,Nokia,215,2018-02-18,2021-02-21,Yes,No,Yes,Average,8.61,Average
5900,Smart Phone,90874710,Oppo,Find 7,2018-08-28,2021-01-27,No,Yes,No,Good,15.75,Good
5901,Smart Phone,54980358,OnePlus,OnePlus 8,2015-07-12,2021-07-13,Yes,Yes,Yes,Good,19.5,Good
5902,Laptop,05700264,Lenovo,ThinkPad,2019-02-12,2021-05-18,Yes,Yes,Yes,Good,11.6,Good
5903,Smart Phone,95404462,Oppo,Find 7,2020-03-27,2021-06-08,No,No,No,Poor,1.8,Poor
5904,Feature Phone,34157992,Nokia,8000,2015-04-24,2021-01-06,No,Yes,No,Poor,4.52,Poor
5905,Smart Phone,64080703,Oppo,Neo,2015-10-27,2021-05-13,No,No,Yes,Poor,3.3,Poor
5906,Feature Phone,71410609,Samsung,6300,2020-07-13,2021-01-16,No,Yes,No,Average,8.16,Average
5907,Feature Phone,59382157,Samsung,8000,2014-02-22,2021-05-09,No,No,Yes,Average,9.74,Average
5908,Smart Phone,43520008,Oppo,Joy,2017-05-31,2021-04-24,No,Yes,No,Good,13.95,Good
5909,Laptop,07104916,Lenovo,ThinkPad,2019-07-10,2021-08-04,No,Yes,Yes,Good,12.75,Good
5910,Laptop,41194096,Dell,Inspiron,2020-07-20,2021-01-14,Yes,Yes,Yes,Poor,2.96,Poor
5911,Feature Phone,29185917,Nokia,6300,2018-03-21,2021-02-18,No,No,No,Poor,1.95,Poor
5912,Feature Phone,20834210,Samsung,225,2019-03-29,2021-01-22,Yes,No,Yes,Average,9.33,Average
5913,Laptop,30315754,HP,EliteBook,2016-08-07,2021-04-27,No,Yes,No,Good,14.19,Good
5914,Feature Phone,71928982,Samsung,215,2016-01-09,2021-05-11,No,Yes,No,Average,9.61,Average
5915,Smart Phone,11179764,Apple,Iphone XR,2015-05-24,2021-01-18,No,No,No,Poor,2.8,Poor
5916,Laptop,38935350,Apple,MacBook,2017-09-30,2021-01-13,Yes,No,Yes,Good,13.9,Good
5917,Smart Phone,09462960,Blackberry,Leap,2015-03-26,2021-04-25,Yes,Yes,Yes,Poor,1.22,Poor
5918,Laptop,76816802,Lenovo,Ideapad,2016-09-30,2021-06-19,No,No,No,Average,9.95,Average
5919,Smart Phone,21511165,Nokia,X10,2018-05-23,2021-01-27,Yes,No,Yes,Good,18.3,Good
5920,Smart Phone,80984566,OnePlus,OnePlus 8,2016-11-08,2021-02-26,Yes,No,Yes,Average,8.34,Average
5921,Smart Phone,89091968,OnePlus,OnePlus nord,2017-07-22,2021-03-18,No,Yes,No,Average,9.56,Average
5922,Feature Phone,29382194,Nokia,5310,2016-11-16,2021-04-22,No,Yes,No,Poor,3.22,Poor
5923,Feature Phone,11066644,Samsung,215,2014-05-17,2021-04-02,No,No,No,Poor,1.89,Poor
5924,Feature Phone,57416656,Nokia,5310,2016-12-29,2021-07-03,No,No,No,Good,12.29,Good
5925,Feature Phone,66900702,Nokia,125,2019-09-23,2021-04-16,No,Yes,No,Good,19.45,Good
5926,Smart Phone,76382628,Blackberry,Q10,2015-10-08,2021-08-02,No,No,No,Average,6.87,Average
5927,Smart Phone,31520690,OnePlus,OnePlus 6T,2014-05-08,2021-07-19,Yes,Yes,Yes,Average,9.52,Average
5928,Feature Phone,73423553,Nokia,225,2017-07-23,2021-06-07,No,No,No,Poor,2.2,Poor
5929,Smart Phone,16321113,Apple,Iphone 6S,2017-02-08,2021-06-19,No,Yes,Yes,Poor,4.45,Poor
5930,Smart Phone,89556139,Blackberry,Torch,2015-05-05,2021-05-01,No,Yes,No,Poor,2.64,Poor
5931,Smart Phone,68978303,Blackberry,Aurora,2017-01-29,2021-04-24,No,Yes,No,Average,7.73,Average
5932,Feature Phone,65884867,Nokia,6300,2016-06-09,2021-01-19,Yes,Yes,Yes,Poor,4.84,Poor
5933,Feature Phone,64089270,Nokia,215,2018-04-16,2021-03-03,No,Yes,No,Good,14.26,Good
5934,Smart Phone,53946980,Oppo,A11k,2017-03-19,2021-08-01,No,No,No,Average,8.34,Average
5935,Feature Phone,39483713,Samsung,6300,2018-08-17,2021-07-20,No,Yes,No,Average,7.26,Average
5936,Feature Phone,47258945,Samsung,6300,2020-05-21,2021-06-08,Yes,Yes,Yes,Poor,3.53,Poor
5937,Feature Phone,89583203,Nokia,8000,2019-07-08,2021-03-08,Yes,No,Yes,Average,8.73,Average
5938,Smart Phone,67106660,Samsung,Galaxy Note 9,2020-09-04,2021-06-19,No,No,Yes,Average,7.4,Average
5939,Feature Phone,55510974,Nokia,225,2020-02-18,2021-04-01,Yes,Yes,Yes,Average,6.41,Average
5940,Laptop,31027557,Apple,ProBook,2017-04-07,2021-04-14,No,No,Yes,Poor,1.7,Poor
5941,Smart Phone,95082837,Oppo,Find 7,2019-09-19,2021-02-26,No,Yes,No,Poor,1.58,Poor
5942,Feature Phone,63050547,Samsung,215,2020-04-16,2021-03-01,No,Yes,Yes,Good,15.5,Good
5943,Laptop,44215187,Apple,MacBook,2015-04-17,2021-05-09,No,Yes,No,Poor,3.18,Poor
5944,Feature Phone,87835151,Nokia,125,2015-02-26,2021-04-28,Yes,No,Yes,Poor,4.16,Poor
5945,Feature Phone,42779506,Nokia,8000,2014-03-05,2021-07-30,No,Yes,No,Average,8.29,Average
5946,Laptop,49532418,Dell,Vostro,2015-09-13,2021-05-17,Yes,No,Yes,Good,19.76,Good
5947,Feature Phone,10885727,Nokia,6300,2020-09-01,2021-01-24,No,No,No,Good,14.58,Good
5948,Smart Phone,33181219,Apple,Iphone 12,2020-07-20,2021-02-11,Yes,Yes,Yes,Good,19.87,Good
5949,Laptop,51153779,Apple,MacBook,2020-10-07,2021-05-05,No,Yes,No,Poor,1.0,Poor
5950,Smart Phone,76338526,Oppo,Neo,2017-10-06,2021-06-27,Yes,No,Yes,Poor,3.87,Poor
5951,Feature Phone,24184885,Nokia,215,2016-12-14,2021-05-24,Yes,Yes,Yes,Average,7.57,Average
5952,Feature Phone,33018669,Samsung,225,2017-01-24,2021-01-10,No,No,Yes,Average,8.58,Average
5953,Smart Phone,59643036,OnePlus,OnePlus 9R,2016-04-04,2021-01-31,No,No,No,Poor,2.78,Poor
5954,Smart Phone,10219553,Blackberry,Keyone,2016-06-13,2021-07-27,No,No,Yes,Poor,2.3,Poor
5955,Smart Phone,12465750,Oppo,A3s,2014-09-19,2021-06-04,Yes,No,Yes,Poor,1.59,Poor
5956,Smart Phone,95801940,OnePlus,OnePlus 6T,2016-07-08,2021-07-15,Yes,No,Yes,Average,8.81,Average
5957,Laptop,77483317,Lenovo,ThinkPad,2016-12-04,2021-07-20,No,Yes,No,Average,9.33,Average
5958,Smart Phone,35406099,Samsung,Galaxy S9,2017-05-05,2021-02-05,No,No,No,Average,7.46,Average
5959,Smart Phone,55801072,Oppo,A52,2017-03-15,2021-07-07,No,Yes,No,Average,7.12,Average
5960,Feature Phone,60647276,Nokia,215,2017-06-29,2021-01-17,No,No,No,Poor,3.52,Poor
5961,Smart Phone,38330940,Nokia,X20,2015-02-26,2021-01-03,No,No,No,Good,18.12,Good
5962,Laptop,55951647,Apple,ProBook,2019-11-24,2021-01-21,Yes,No,Yes,Good,15.76,Good
5963,Laptop,63346916,HP,Probook,2015-02-26,2021-02-19,No,Yes,No,Good,17.86,Good
5964,Laptop,07368769,Apple,ProBook,2015-02-25,2021-07-04,No,Yes,Yes,Average,6.17,Average
5965,Feature Phone,40499420,Samsung,225,2016-09-07,2021-05-12,Yes,Yes,Yes,Poor,4.8,Poor
5966,Feature Phone,01776478,Nokia,8000,2020-12-04,2021-03-19,No,Yes,Yes,Poor,2.76,Poor
5967,Feature Phone,14478512,Nokia,5310,2015-11-14,2021-03-20,Yes,Yes,Yes,Good,19.2,Good
5968,Smart Phone,84186614,OnePlus,OnePlus 7T,2018-08-06,2021-02-28,No,No,No,Poor,3.6,Poor
5969,Feature Phone,59819974,Nokia,225,2016-12-16,2021-04-29,No,Yes,No,Average,8.23,Average
5970,Smart Phone,77431622,Blackberry,Passport,2018-07-02,2021-05-27,No,No,No,Good,13.44,Good
5971,Laptop,26414898,Dell,Inspiron,2016-08-28,2021-01-26,No,Yes,Yes,Average,8.21,Average
5972,Smart Phone,62058421,Apple,Iphone 5,2017-12-14,2021-01-29,No,No,Yes,Poor,2.81,Poor
5973,Feature Phone,43470716,Nokia,225,2017-07-16,2021-01-09,No,No,No,Poor,4.91,Poor
5974,Feature Phone,59785101,Samsung,125,2018-05-08,2021-06-05,Yes,No,Yes,Average,7.43,Average
5975,Smart Phone,99811600,Blackberry,Curve,2020-05-12,2021-02-02,Yes,Yes,Yes,Average,7.64,Average
5976,Laptop,55470438,HP,Pavilion,2015-10-23,2021-07-04,No,No,No,Good,14.1,Good
5977,Smart Phone,66281245,Blackberry,Keyone,2017-09-27,2021-06-27,Yes,Yes,Yes,Poor,1.2,Poor
5978,Feature Phone,68519827,Samsung,125,2020-04-16,2021-02-18,No,Yes,No,Poor,4.61,Poor
5979,Laptop,51056803,Dell,Inspiron,2020-07-31,2021-05-07,No,Yes,No,Poor,1.51,Poor
5980,Laptop,44850494,Lenovo,ThinkPad,2017-09-17,2021-05-25,Yes,Yes,Yes,Good,15.42,Good
5981,Laptop,73503309,Lenovo,ThinkPad,2014-08-08,2021-07-31,No,Yes,No,Average,9.99,Average
5982,Laptop,23173880,Apple,ProBook,2017-09-28,2021-02-10,No,Yes,No,Poor,3.51,Poor
5983,Feature Phone,70498820,Nokia,125,2017-05-03,2021-01-27,Yes,Yes,Yes,Average,7.18,Average
5984,Smart Phone,46282705,OnePlus,OnePlus 7pro,2017-04-07,2021-02-21,Yes,Yes,Yes,Average,6.82,Average
5985,Feature Phone,50796984,Nokia,225,2014-01-07,2021-06-02,No,No,No,Poor,4.89,Poor
5986,Smart Phone,42593836,OnePlus,OnePlus 7pro,2014-08-22,2021-02-07,Yes,Yes,Yes,Good,13.15,Good
5987,Smart Phone,81289363,Apple,Iphone 6S,2017-03-14,2021-05-05,No,No,No,Average,6.93,Average
5988,Feature Phone,83138577,Samsung,8000,2015-10-12,2021-06-21,Yes,Yes,Yes,Poor,4.51,Poor
5989,Smart Phone,42404712,Nokia,T20,2019-04-17,2021-01-01,Yes,Yes,Yes,Good,19.36,Good
5990,Smart Phone,48344289,Blackberry,Torch,2019-11-14,2021-06-18,No,Yes,Yes,Poor,2.1,Poor
5991,Smart Phone,70684322,Oppo,A52,2020-12-25,2021-02-08,No,No,No,Poor,4.1,Poor
5992,Laptop,68971328,Lenovo,Ideapad,2019-10-13,2021-03-16,No,No,No,Good,17.95,Good
5993,Smart Phone,34269121,Oppo,N1,2017-11-09,2021-07-27,Yes,Yes,Yes,Average,7.0,Average
5994,Feature Phone,17819794,Samsung,5310,2018-07-17,2021-07-04,No,Yes,Yes,Good,14.62,Good
5995,Smart Phone,45470356,Blackberry,Passport,2016-04-01,2021-01-12,Yes,No,Yes,Average,7.15,Average
5996,Laptop,54382435,Apple,ProBook,2015-06-10,2021-06-21,No,No,No,Average,6.29,Average
5997,Laptop,92743410,HP,EliteBook,2015-03-23,2021-06-03,No,No,No,Good,14.9,Good
5998,Feature Phone,85773615,Nokia,5310,2015-02-14,2021-07-07,No,No,No,Average,8.14,Average
5999,Smart Phone,89554319,Oppo,Find 7,2018-05-31,2021-03-28,Yes,Yes,Yes,Average,8.17,Average
6000,Feature Phone,99660802,Samsung,125,2019-03-13,2021-05-28,No,Yes,Yes,Good,14.76,Good
6001,Feature Phone,90784651,Samsung,225,2018-05-02,2021-07-10,No,Yes,No,Average,8.26,Average
6002,Smart Phone,45101021,OnePlus,OnePlus 8,2016-03-23,2021-01-06,No,No,No,Good,17.49,Good
6003,Laptop,35083535,Lenovo,Ideapad,2019-02-11,2021-06-07,Yes,Yes,Yes,Average,8.46,Average
6004,Feature Phone,24495295,Samsung,225,2017-08-08,2021-07-01,No,No,No,Good,19.17,Good
6005,Smart Phone,32799712,Oppo,R1,2020-11-22,2021-02-22,No,Yes,No,Good,17.29,Good
6006,Laptop,55059015,Apple,ProBook,2017-05-24,2021-02-26,No,No,No,Good,18.16,Good
6007,Feature Phone,70813463,Samsung,225,2014-04-06,2021-07-23,No,No,No,Average,7.39,Average
6008,Feature Phone,79171618,Nokia,8000,2015-11-05,2021-02-20,No,Yes,No,Poor,2.5,Poor
6009,Laptop,55958363,Lenovo,ThinkPad,2018-01-27,2021-07-02,Yes,Yes,Yes,Good,13.1,Good
6010,Laptop,24235662,Dell,Inspiron,2020-09-07,2021-01-04,No,Yes,Yes,Average,8.31,Average
6011,Smart Phone,23109070,Blackberry,Torch,2020-10-12,2021-02-26,No,Yes,No,Good,12.1,Good
6012,Feature Phone,66710042,Samsung,8000,2016-02-19,2021-01-31,Yes,Yes,Yes,Average,6.5,Average
6013,Smart Phone,06006235,Nokia,X10,2020-08-29,2021-05-21,Yes,Yes,Yes,Good,15.63,Good
6014,Laptop,16190481,Lenovo,Ideapad,2014-02-27,2021-03-23,No,Yes,Yes,Average,8.89,Average
6015,Laptop,68457549,Lenovo,ThinkPad,2019-03-01,2021-07-10,No,Yes,Yes,Average,6.3,Average
6016,Feature Phone,82102456,Samsung,125,2015-04-30,2021-07-22,No,Yes,No,Good,13.34,Good
6017,Smart Phone,62728690,Samsung,Galaxy J7 duo,2016-04-28,2021-03-22,Yes,Yes,Yes,Average,6.82,Average
6018,Feature Phone,00521611,Samsung,6300,2018-02-19,2021-01-09,Yes,Yes,Yes,Poor,4.53,Poor
6019,Laptop,91576477,Lenovo,ThinkPad,2018-11-18,2021-04-15,No,Yes,No,Poor,3.72,Poor
6020,Feature Phone,27886519,Samsung,225,2017-01-10,2021-01-05,No,No,No,Average,6.19,Average
6021,Feature Phone,48132763,Samsung,6300,2015-10-26,2021-04-14,Yes,Yes,Yes,Average,8.49,Average
6022,Laptop,49502435,HP,EliteBook,2018-11-29,2021-03-01,No,No,No,Poor,2.17,Poor
6023,Laptop,52793691,HP,Probook,2016-10-30,2021-07-16,No,No,Yes,Poor,3.38,Poor
6024,Laptop,31121972,Dell,Inspiron,2019-11-25,2021-06-10,No,Yes,Yes,Poor,1.89,Poor
6025,Feature Phone,66433651,Nokia,5310,2018-07-22,2021-08-04,No,Yes,Yes,Poor,4.33,Poor
6026,Feature Phone,05997701,Nokia,225,2016-11-03,2021-04-12,No,No,No,Good,16.41,Good
6027,Feature Phone,63106978,Samsung,215,2017-06-04,2021-06-30,No,No,No,Average,9.66,Average
6028,Feature Phone,41151167,Samsung,5310,2018-07-03,2021-02-21,Yes,Yes,Yes,Average,7.11,Average
6029,Smart Phone,43682119,Oppo,R1,2019-07-01,2021-02-17,No,Yes,No,Poor,1.83,Poor
6030,Smart Phone,44774202,Samsung,Galaxy A6,2017-02-06,2021-04-01,No,Yes,Yes,Good,15.66,Good
6031,Feature Phone,87192247,Samsung,8000,2017-08-26,2021-01-02,No,No,Yes,Poor,2.21,Poor
6032,Laptop,82788865,Apple,ProBook,2020-10-20,2021-01-26,No,Yes,No,Poor,2.33,Poor
6033,Smart Phone,40698205,Nokia,X10,2016-09-13,2021-01-12,No,Yes,Yes,Good,17.34,Good
6034,Feature Phone,97719946,Samsung,125,2017-03-04,2021-05-07,Yes,Yes,Yes,Average,7.6,Average
6035,Feature Phone,67060023,Samsung,5310,2018-12-06,2021-04-25,No,Yes,No,Poor,3.1,Poor
6036,Smart Phone,04090502,Apple,Iphone 8,2018-10-28,2021-07-19,No,Yes,No,Poor,3.47,Poor
6037,Feature Phone,14091421,Samsung,6300,2016-10-08,2021-07-26,No,Yes,No,Good,13.15,Good
6038,Smart Phone,30829732,Samsung,Galaxy A6,2016-09-23,2021-06-24,No,Yes,No,Good,19.36,Good
6039,Feature Phone,56055474,Samsung,215,2020-06-07,2021-02-27,Yes,Yes,Yes,Average,8.55,Average
6040,Laptop,00637480,Lenovo,ThinkPad,2017-01-06,2021-02-19,No,No,No,Average,7.9,Average
6041,Feature Phone,96258286,Samsung,8000,2020-08-16,2021-05-12,No,Yes,No,Average,6.68,Average
6042,Feature Phone,59351276,Nokia,5310,2019-08-17,2021-08-05,No,No,Yes,Average,6.44,Average
6043,Smart Phone,20442682,Apple,Iphone SE,2015-07-23,2021-04-24,No,No,No,Average,6.12,Average
6044,Feature Phone,59046561,Nokia,125,2015-07-31,2021-04-16,No,No,Yes,Good,16.16,Good
6045,Feature Phone,10545904,Samsung,215,2014-03-22,2021-01-07,No,Yes,Yes,Average,9.64,Average
6046,Smart Phone,24603591,Samsung,Galaxy S9,2014-08-24,2021-06-23,No,Yes,No,Good,16.11,Good
6047,Laptop,46698971,Lenovo,Ideapad,2016-01-10,2021-07-29,Yes,No,Yes,Average,8.94,Average
6048,Smart Phone,62225663,Samsung,Galaxy Note 9,2014-07-12,2021-02-08,Yes,No,Yes,Poor,1.8,Poor
6049,Laptop,67880331,Lenovo,Ideapad,2014-07-17,2021-06-06,No,Yes,No,Good,18.33,Good
6050,Laptop,61472686,Apple,ProBook,2017-09-15,2021-02-17,Yes,Yes,Yes,Average,8.2,Average
6051,Laptop,50579600,Apple,ProBook,2016-01-07,2021-03-31,No,Yes,No,Average,8.21,Average
6052,Feature Phone,28377542,Samsung,215,2017-06-09,2021-01-22,Yes,No,Yes,Good,12.72,Good
6053,Smart Phone,26741093,Samsung,Galaxy J7 duo,2014-05-22,2021-03-03,No,Yes,Yes,Good,11.59,Good
6054,Smart Phone,24112482,Nokia,X100,2019-03-28,2021-06-20,Yes,No,Yes,Average,7.12,Average
6055,Laptop,03861813,Apple,ProBook,2020-08-14,2021-06-16,Yes,Yes,Yes,Good,16.92,Good
6056,Laptop,99189839,Dell,Inspiron,2014-09-09,2021-02-27,Yes,No,Yes,Average,7.48,Average
6057,Smart Phone,22986207,OnePlus,OnePlus 6,2014-10-08,2021-08-02,Yes,Yes,Yes,Good,13.5,Good
6058,Feature Phone,32622355,Nokia,215,2014-07-21,2021-02-10,No,No,No,Good,17.45,Good
6059,Smart Phone,15525901,Apple,Iphone 6,2018-09-04,2021-01-16,No,Yes,Yes,Average,7.9,Average
6060,Feature Phone,31287555,Samsung,225,2017-01-01,2021-06-24,No,Yes,No,Good,16.3,Good
6061,Smart Phone,98829781,Samsung,Galaxy Note 9,2019-09-10,2021-01-24,No,No,Yes,Average,8.23,Average
6062,Smart Phone,60851284,Samsung,Galaxy A8s,2018-04-09,2021-04-08,No,Yes,Yes,Poor,4.5,Poor
6063,Feature Phone,82362799,Nokia,215,2019-04-27,2021-04-07,Yes,Yes,Yes,Average,9.69,Average
6064,Laptop,99277734,Lenovo,Ideapad,2019-10-01,2021-02-01,No,No,Yes,Average,6.11,Average
6065,Smart Phone,86497756,Oppo,A3s,2014-07-03,2021-05-22,No,No,No,Average,6.3,Average
6066,Feature Phone,40579085,Nokia,225,2014-05-22,2021-01-22,No,No,No,Poor,4.62,Poor
6067,Smart Phone,12162512,Nokia,C20 Plus,2019-11-17,2021-02-23,Yes,No,Yes,Poor,3.98,Poor
6068,Laptop,40089164,Apple,MacBook,2019-01-28,2021-08-02,No,Yes,No,Average,7.29,Average
6069,Feature Phone,32565249,Nokia,6300,2016-02-08,2021-07-23,No,No,No,Poor,4.45,Poor
6070,Smart Phone,56594829,Oppo,Joy,2019-12-18,2021-07-30,No,No,No,Poor,2.59,Poor
6071,Laptop,87106305,HP,Probook,2014-06-22,2021-04-01,No,No,No,Poor,2.53,Poor
6072,Smart Phone,87368376,Nokia,G300,2014-12-18,2021-03-17,No,Yes,Yes,Poor,3.34,Poor
6073,Laptop,29345434,Dell,Vostro,2014-11-03,2021-03-20,Yes,No,Yes,Good,13.79,Good
6074,Laptop,22499738,Apple,ProBook,2018-12-19,2021-05-16,No,Yes,No,Poor,3.5,Poor
6075,Feature Phone,07647321,Nokia,8000,2014-02-13,2021-07-19,No,No,No,Poor,3.48,Poor
6076,Laptop,10048894,Apple,MacBook,2018-06-17,2021-07-30,No,No,No,Good,12.71,Good
6077,Feature Phone,07895197,Nokia,225,2016-10-29,2021-03-03,Yes,No,Yes,Good,17.14,Good
6078,Laptop,89908891,Dell,Vostro,2018-08-14,2021-07-27,No,Yes,Yes,Good,13.17,Good
