,Device_type,Device_ID,Device_brand,Device_model,Manufacture_Date,Allocation_Date,device_in_use,water_damage,device_responsive,battery_health,Usage(hrs),Latency(ms)
5042,Smart Phone,84269300,Lenovo,Inspiron,16-07-2019,10-05-2021,Yes,No,No,Poor,31.93,Average
5043,Laptop,10693667,Dell,ThinkPad,14-01-2016,22-05-2021,No,No,No,Average,19.97,Poor
5044,Smart Phone,2450131,Lenovo,ThinkPad,09-11-2018,25-04-2021,No,Yes,No,Good,6.24,Average
5045,Smart Phone,70458695,Apple,MacBook,10-10-2014,05-02-2021,No,Yes,No,Average,15.28,Average
5046,Feature Phone,33004075,HP,ProBook,23-04-2018,05-04-2021,No,Yes,Yes,Good,13.85,Average
5047,Smart Phone,47776708,Apple,ProBook,03-11-2014,28-06-2021,Yes,Yes,Yes,Poor,2.26,Poor
5048,Feature Phone,89248164,HP,Inspiron,18-10-2017,26-03-2021,Yes,Yes,No,Poor,4.87,Good
5049,Feature Phone,67680474,Dell,ProBook,21-07-2019,22-07-2021,Yes,No,Yes,Good,5.41,Average
5050,Feature Phone,94159790,HP,Inspiron,23-07-2015,17-07-2021,Yes,Yes,Yes,Poor,17.58,Good
5051,Laptop,3995013,Apple,Inspiron,08-02-2017,05-04-2021,Yes,Yes,No,Good,21.31,Good
5052,Smart Phone,39118028,Dell,ProBook,27-11-2016,07-06-2021,No,No,Yes,Poor,20.68,Average
5053,Smart Phone,45066269,HP,EliteBook,20-09-2018,16-04-2021,No,No,No,Poor,16.84,Good
5054,Laptop,66054573,HP,EliteBook,05-07-2018,29-06-2021,Yes,No,No,Poor,6.17,Poor
5055,Feature Phone,93232913,Lenovo,MacBook,08-05-2015,09-08-2021,No,No,No,Good,18.73,Average
5056,Smart Phone,40595603,HP,MacBook,27-09-2017,19-01-2021,Yes,Yes,No,Average,34.73,Average
5057,Smart Phone,83978814,HP,ThinkPad,16-10-2014,02-01-2021,No,Yes,No,Average,28.92,Good
5058,Feature Phone,58127827,Dell,ProBook,27-10-2020,06-01-2021,Yes,No,No,Poor,34.83,Average
5059,Laptop,64542799,Lenovo,Vostro,21-09-2018,23-01-2021,No,Yes,No,Average,34.47,Good
5060,Smart Phone,11433743,Apple,ThinkPad,08-07-2015,22-04-2021,Yes,Yes,No,Poor,25.29,Average
5061,Laptop,10630617,Apple,Inspiron,24-12-2020,30-04-2021,No,No,No,Good,28.39,Good
5062,Laptop,30778573,HP,MacBook,21-04-2014,11-03-2021,No,No,No,Poor,27.56,Average
5063,Laptop,51324223,Dell,Vostro,06-05-2020,17-02-2021,Yes,No,Yes,Average,38.89,Average
5064,Laptop,25040210,Apple,ProBook,09-07-2016,10-07-2021,No,Yes,Yes,Average,3.8,Average
5065,Smart Phone,18825206,HP,MacBook,03-03-2014,09-04-2021,No,No,No,Poor,28.53,Poor
5066,Smart Phone,28654018,Dell,Vostro,18-04-2017,11-04-2021,Yes,Yes,Yes,Good,11.72,Average
5067,Laptop,5349906,HP,Inspiron,03-05-2020,01-01-2021,No,No,Yes,Average,24.84,Poor
5068,Feature Phone,79689977,HP,ThinkPad,17-03-2018,14-02-2021,No,No,No,Good,4.87,Average
5069,Feature Phone,28600978,Lenovo,MacBook,21-05-2020,12-06-2021,Yes,No,No,Good,26.71,Good
5070,Smart Phone,38250194,Apple,Vostro,02-12-2015,01-08-2021,No,No,Yes,Good,1.97,Poor
5071,Feature Phone,29447077,HP,Inspiron,03-03-2017,13-02-2021,No,Yes,No,Average,20.48,Good
5072,Laptop,6484446,Dell,EliteBook,20-09-2019,05-05-2021,Yes,Yes,No,Poor,37.91,Poor
5073,Feature Phone,12066292,HP,MacBook,03-05-2018,22-02-2021,No,No,Yes,Good,31.99,Poor
5074,Laptop,69358586,HP,MacBook,20-03-2019,10-06-2021,Yes,No,No,Average,19.55,Good
5075,Smart Phone,74140145,HP,ThinkPad,28-04-2018,30-01-2021,No,No,No,Poor,34.6,Average
5076,Smart Phone,66049388,Lenovo,MacBook,20-03-2019,19-03-2021,No,No,Yes,Good,18.15,Good
5077,Smart Phone,65007129,HP,MacBook,24-08-2018,20-01-2021,No,No,Yes,Poor,10.93,Poor
5078,Smart Phone,80626114,Lenovo,ThinkPad,23-03-2017,31-01-2021,Yes,Yes,Yes,Average,22.73,Average
5079,Smart Phone,39860286,HP,Vostro,31-07-2015,29-07-2021,No,No,Yes,Poor,5.86,Good
5080,Feature Phone,1107463,HP,EliteBook,16-09-2020,11-05-2021,Yes,No,No,Average,11.7,Good
5081,Feature Phone,16110366,Apple,ProBook,18-04-2016,03-08-2021,Yes,Yes,Yes,Average,7.24,Poor
5082,Feature Phone,88193465,Apple,Vostro,29-07-2016,01-07-2021,No,Yes,No,Average,33.71,Good
5083,Smart Phone,31430661,Dell,Vostro,19-07-2015,18-01-2021,No,No,No,Poor,39.62,Good
5084,Smart Phone,43917860,Apple,ThinkPad,05-08-2020,10-05-2021,No,No,Yes,Poor,3.16,Average
5085,Feature Phone,4220640,Apple,ProBook,04-03-2018,10-07-2021,No,No,Yes,Poor,34.9,Good
5086,Laptop,68508159,HP,MacBook,10-09-2017,08-06-2021,Yes,No,Yes,Poor,4.17,Good
5087,Feature Phone,4137337,Dell,ProBook,23-01-2018,26-02-2021,No,Yes,Yes,Poor,29.75,Poor
5088,Feature Phone,16221697,Lenovo,Inspiron,02-08-2017,15-07-2021,Yes,No,No,Poor,9.23,Poor
5089,Laptop,60777102,HP,MacBook,06-01-2016,23-04-2021,Yes,Yes,Yes,Good,11.86,Average
5090,Feature Phone,11939252,Apple,ThinkPad,20-12-2016,02-07-2021,No,Yes,No,Average,13.85,Average
5091,Smart Phone,93966986,Dell,Inspiron,29-07-2018,13-04-2021,Yes,Yes,No,Good,33.65,Average
5092,Feature Phone,6497774,Lenovo,Vostro,26-11-2014,31-07-2021,Yes,No,Yes,Good,12.3,Good
5093,Laptop,37640576,Lenovo,Vostro,05-01-2020,03-01-2021,Yes,Yes,No,Good,23.68,Poor
5094,Laptop,54976641,Lenovo,Vostro,09-11-2016,18-01-2021,No,Yes,No,Average,33.65,Average
5095,Laptop,40523439,Apple,MacBook,08-05-2019,05-08-2021,Yes,Yes,No,Good,12.97,Good
5096,Laptop,29872381,Apple,ProBook,15-03-2020,26-04-2021,No,No,Yes,Good,16.6,Average
5097,Smart Phone,80925187,Lenovo,EliteBook,13-05-2019,27-07-2021,No,No,No,Average,22.13,Good
5098,Smart Phone,11853053,Apple,ThinkPad,11-06-2019,15-03-2021,No,No,Yes,Good,37.52,Average
5099,Laptop,36435845,Apple,EliteBook,02-05-2014,17-07-2021,No,Yes,Yes,Good,17.1,Average
5100,Feature Phone,60721877,Dell,EliteBook,23-01-2020,04-08-2021,No,Yes,No,Good,24.29,Good
5101,Feature Phone,30016514,Apple,MacBook,21-01-2017,12-02-2021,Yes,No,Yes,Average,7.18,Poor
5102,Smart Phone,54803305,HP,EliteBook,14-02-2017,13-04-2021,No,No,No,Good,18.71,Poor
5103,Smart Phone,37875398,HP,ProBook,29-06-2014,20-06-2021,No,Yes,No,Poor,13.78,Average
5104,Feature Phone,92895942,Dell,Vostro,16-03-2016,19-01-2021,No,Yes,No,Poor,10.88,Poor
5105,Laptop,87200362,Dell,EliteBook,12-02-2016,20-06-2021,No,No,Yes,Good,38.31,Good
5106,Laptop,34771891,Apple,ThinkPad,30-06-2015,14-03-2021,Yes,Yes,Yes,Average,16.2,Poor
5107,Feature Phone,2852416,Apple,EliteBook,11-03-2017,24-07-2021,Yes,No,Yes,Good,17.61,Average
5108,Smart Phone,35400677,HP,MacBook,04-08-2019,29-05-2021,No,No,Yes,Average,7.92,Good
5109,Laptop,80994886,Apple,EliteBook,27-02-2016,08-05-2021,No,No,No,Poor,12.9,Good
5110,Laptop,6476250,HP,EliteBook,04-10-2019,07-07-2021,Yes,No,No,Good,34.75,Good
5111,Feature Phone,82890278,Apple,Vostro,09-04-2017,23-01-2021,Yes,Yes,Yes,Average,30.56,Good
5112,Smart Phone,67775002,Apple,ProBook,05-10-2018,09-03-2021,No,No,Yes,Average,31.25,Good
5113,Laptop,53224699,Lenovo,EliteBook,11-02-2017,12-05-2021,Yes,No,Yes,Good,1.12,Poor
5114,Smart Phone,33172255,HP,ProBook,24-10-2014,15-07-2021,Yes,No,No,Good,18.53,Poor
5115,Smart Phone,83804960,HP,MacBook,14-03-2014,31-05-2021,No,No,No,Good,6.94,Average
5116,Laptop,92933576,HP,MacBook,17-02-2020,08-01-2021,Yes,Yes,Yes,Average,4.93,Poor
5117,Laptop,56389678,Dell,ProBook,03-12-2017,28-03-2021,No,No,Yes,Poor,29.99,Good
5118,Smart Phone,91745095,Dell,Inspiron,10-09-2017,26-02-2021,Yes,No,Yes,Poor,15.58,Poor
5119,Feature Phone,73490463,HP,MacBook,16-07-2017,03-01-2021,No,No,Yes,Average,16.46,Good
5120,Feature Phone,88832470,Apple,ThinkPad,06-10-2015,08-02-2021,Yes,No,No,Average,15.54,Average
5121,Feature Phone,4654544,Apple,ProBook,25-05-2015,30-03-2021,Yes,Yes,Yes,Average,21.77,Poor
5122,Feature Phone,21865220,Dell,MacBook,08-05-2015,12-05-2021,Yes,Yes,No,Poor,7.42,Average
5123,Smart Phone,961257,HP,ProBook,04-07-2019,23-05-2021,No,Yes,No,Good,38.55,Poor
5124,Laptop,47511248,Lenovo,ProBook,13-11-2019,06-05-2021,No,No,Yes,Average,3.94,Average
5125,Smart Phone,72038659,Apple,MacBook,07-05-2015,11-04-2021,Yes,No,No,Average,26.99,Poor
5126,Laptop,44788445,HP,ThinkPad,10-03-2014,12-05-2021,Yes,No,No,Average,1.52,Average
5127,Laptop,44864439,HP,EliteBook,05-11-2015,28-02-2021,No,Yes,No,Poor,8.92,Poor
5128,Feature Phone,26761763,HP,ProBook,02-09-2014,20-01-2021,No,Yes,Yes,Poor,22.86,Good
5129,Smart Phone,8183668,Dell,ThinkPad,30-05-2018,10-04-2021,No,Yes,No,Average,22.98,Good
5130,Feature Phone,75463755,Dell,EliteBook,31-05-2017,02-07-2021,Yes,Yes,No,Good,26.49,Average
5131,Feature Phone,96150627,Apple,ThinkPad,08-09-2016,20-02-2021,Yes,Yes,No,Average,6.6,Average
5132,Smart Phone,66754633,Apple,ThinkPad,24-04-2020,26-01-2021,No,No,Yes,Good,9.29,Good
5133,Smart Phone,68820428,Lenovo,ProBook,21-08-2015,18-02-2021,No,Yes,Yes,Good,9.34,Average
5134,Laptop,53641649,Apple,MacBook,21-08-2019,11-03-2021,No,Yes,No,Good,27.94,Good
5135,Laptop,93817325,HP,ThinkPad,01-04-2019,30-01-2021,Yes,Yes,Yes,Poor,8.19,Good
5136,Smart Phone,96723784,HP,Inspiron,23-12-2014,13-04-2021,Yes,No,Yes,Poor,2.61,Average
5137,Laptop,54389175,Apple,MacBook,28-09-2014,14-06-2021,Yes,Yes,Yes,Poor,14.39,Average
5138,Laptop,53732347,HP,ProBook,29-12-2019,30-06-2021,Yes,Yes,No,Poor,25.88,Average
5139,Laptop,28120247,HP,EliteBook,14-03-2016,04-05-2021,Yes,Yes,Yes,Poor,33.4,Poor
5140,Laptop,70318814,Dell,Inspiron,16-03-2019,24-04-2021,Yes,Yes,Yes,Poor,38.84,Poor
5141,Laptop,58541753,Lenovo,Inspiron,12-06-2014,12-07-2021,Yes,No,No,Average,14.24,Poor
5142,Laptop,63784114,Apple,Inspiron,27-05-2017,15-02-2021,No,No,Yes,Good,33.46,Poor
5143,Feature Phone,70544947,HP,ProBook,20-01-2020,10-06-2021,Yes,No,No,Good,9.81,Poor
5144,Smart Phone,95381794,Lenovo,ProBook,26-07-2015,27-02-2021,No,No,No,Average,26.76,Poor
5145,Laptop,57915692,Apple,MacBook,09-07-2019,28-06-2021,No,Yes,No,Good,24.65,Poor
5146,Laptop,51718992,Apple,Vostro,28-11-2016,27-06-2021,Yes,No,Yes,Average,11.76,Poor
5147,Smart Phone,91200501,HP,EliteBook,05-08-2015,29-03-2021,No,No,No,Average,10.2,Poor
5148,Laptop,74521876,Apple,Vostro,17-05-2015,31-05-2021,Yes,Yes,Yes,Average,27.73,Poor
5149,Feature Phone,63040968,Apple,ThinkPad,27-02-2017,09-08-2021,Yes,No,Yes,Poor,35.99,Poor
5150,Laptop,93338363,Dell,ProBook,28-05-2019,14-06-2021,Yes,No,No,Good,28.4,Good
5151,Feature Phone,46803184,HP,Vostro,16-12-2015,20-06-2021,No,No,Yes,Good,3.88,Poor
5152,Smart Phone,99424985,Lenovo,Inspiron,12-06-2020,26-04-2021,No,No,Yes,Average,39.28,Average
5153,Smart Phone,52891526,Dell,MacBook,28-03-2016,26-07-2021,Yes,No,Yes,Poor,21.21,Average
5154,Laptop,42467564,Lenovo,Inspiron,01-05-2017,18-03-2021,Yes,No,Yes,Poor,27.96,Average
5155,Feature Phone,12104635,Apple,ThinkPad,03-05-2019,21-03-2021,No,No,Yes,Poor,18.62,Poor
5156,Feature Phone,83802065,Lenovo,EliteBook,01-06-2015,04-01-2021,No,No,No,Average,29.5,Poor
5157,Laptop,72204917,Lenovo,MacBook,21-06-2014,20-06-2021,No,Yes,Yes,Poor,29.17,Poor
5158,Laptop,90027314,Lenovo,Inspiron,22-02-2014,14-04-2021,Yes,Yes,No,Poor,37.3,Average
5159,Feature Phone,66633891,Apple,MacBook,29-12-2020,02-08-2021,No,Yes,No,Average,25.48,Average
5160,Smart Phone,42279921,Lenovo,EliteBook,01-01-2017,18-06-2021,No,No,Yes,Poor,21.14,Average
5161,Laptop,35986447,Lenovo,ThinkPad,05-12-2019,31-01-2021,Yes,No,No,Good,16.96,Good
5162,Feature Phone,75928605,HP,ThinkPad,11-05-2014,17-04-2021,No,No,Yes,Good,19.22,Good
5163,Laptop,59532804,Dell,ThinkPad,20-09-2015,11-03-2021,Yes,Yes,Yes,Average,1.6,Poor
5164,Feature Phone,51603694,HP,ProBook,26-07-2014,10-05-2021,Yes,No,No,Poor,3.88,Poor
5165,Smart Phone,52821332,Dell,ProBook,20-07-2016,19-01-2021,No,No,No,Poor,21.26,Good
5166,Feature Phone,63466645,HP,ProBook,28-04-2014,15-07-2021,Yes,Yes,No,Average,25.92,Good
5167,Smart Phone,30216853,HP,EliteBook,26-12-2014,25-03-2021,Yes,No,Yes,Poor,26.81,Average
5168,Feature Phone,88941295,Lenovo,Vostro,29-10-2017,26-07-2021,No,No,Yes,Poor,33.91,Good
5169,Smart Phone,38691010,Lenovo,Inspiron,10-03-2019,23-01-2021,Yes,Yes,No,Average,36.16,Good
5170,Feature Phone,74503438,Dell,MacBook,25-11-2015,09-06-2021,No,Yes,Yes,Poor,30.45,Poor
5171,Laptop,36490431,Lenovo,ProBook,23-10-2016,09-05-2021,No,No,Yes,Poor,23.61,Good
5172,Smart Phone,75824273,Apple,Inspiron,29-12-2016,24-03-2021,Yes,Yes,No,Good,2.33,Poor
5173,Smart Phone,60938961,Dell,MacBook,01-06-2019,25-02-2021,No,No,No,Average,25.96,Good
5174,Smart Phone,68437220,Lenovo,Inspiron,19-07-2017,07-03-2021,Yes,Yes,No,Good,15.4,Average
5175,Laptop,94632521,Dell,Vostro,12-09-2018,19-01-2021,Yes,No,Yes,Average,36.64,Average
5176,Feature Phone,31251242,Lenovo,ProBook,13-01-2018,26-04-2021,Yes,Yes,No,Poor,16.72,Poor
5177,Feature Phone,26384825,Apple,MacBook,02-10-2017,01-06-2021,Yes,Yes,Yes,Average,12.62,Poor
5178,Feature Phone,94382020,HP,Vostro,28-09-2016,27-05-2021,No,No,No,Poor,32.99,Average
5179,Feature Phone,53956224,Lenovo,EliteBook,29-05-2017,24-06-2021,Yes,Yes,No,Poor,3.73,Average
5180,Feature Phone,32864939,HP,Vostro,27-07-2017,24-07-2021,No,Yes,Yes,Average,11.99,Good
5181,Laptop,79735988,Apple,ProBook,20-04-2017,13-07-2021,Yes,No,Yes,Good,14.7,Good
5182,Smart Phone,33071725,Lenovo,EliteBook,17-11-2016,12-02-2021,Yes,Yes,Yes,Good,6.48,Good
5183,Laptop,30308657,Dell,Vostro,07-01-2015,08-02-2021,No,No,Yes,Poor,4.29,Good
5184,Smart Phone,24630320,HP,Vostro,09-05-2019,15-04-2021,No,Yes,No,Poor,25.72,Good
5185,Feature Phone,81978663,Apple,ThinkPad,10-02-2018,13-01-2021,Yes,Yes,Yes,Average,16.77,Poor
5186,Smart Phone,71767338,HP,EliteBook,26-12-2017,11-02-2021,Yes,No,No,Average,18.61,Good
5187,Laptop,17048187,HP,Vostro,31-12-2017,26-05-2021,No,No,Yes,Poor,25.18,Average
5188,Smart Phone,31433716,Lenovo,MacBook,05-10-2018,04-01-2021,Yes,No,Yes,Good,25.63,Average
5189,Feature Phone,61321083,Apple,Inspiron,31-03-2015,02-06-2021,Yes,No,Yes,Poor,9.79,Average
5190,Feature Phone,84534293,Lenovo,Vostro,18-08-2015,16-06-2021,No,No,No,Good,39.7,Good
5191,Smart Phone,7153051,Apple,MacBook,14-02-2017,07-03-2021,No,Yes,Yes,Average,28.41,Average
5192,Laptop,80769088,HP,Inspiron,21-02-2015,31-03-2021,Yes,Yes,Yes,Good,2.51,Average
5193,Laptop,69119491,HP,EliteBook,14-07-2018,10-04-2021,No,No,Yes,Average,10.28,Average
5194,Laptop,31180658,Lenovo,ThinkPad,24-03-2017,05-03-2021,Yes,Yes,Yes,Average,14.66,Good
5195,Smart Phone,16264793,Dell,Inspiron,15-04-2020,22-03-2021,Yes,Yes,Yes,Poor,31.1,Average
5196,Laptop,53852076,Apple,ThinkPad,03-05-2019,30-06-2021,Yes,No,Yes,Good,4.81,Good
5197,Feature Phone,54989207,HP,Inspiron,21-01-2016,04-08-2021,No,Yes,Yes,Good,28.73,Good
5198,Feature Phone,51655341,Apple,MacBook,17-04-2016,24-04-2021,Yes,Yes,No,Poor,7.15,Good
5199,Feature Phone,38484490,HP,EliteBook,07-02-2015,17-06-2021,No,No,No,Average,13.13,Poor
5200,Laptop,21670909,Apple,ThinkPad,05-11-2016,13-03-2021,Yes,Yes,No,Average,31.42,Poor
5201,Laptop,71242873,Lenovo,Inspiron,20-09-2014,05-08-2021,No,No,Yes,Poor,29.1,Poor
5202,Laptop,71810461,Apple,ThinkPad,31-12-2017,13-07-2021,Yes,Yes,Yes,Good,27.37,Good
5203,Laptop,85468528,Lenovo,ProBook,19-09-2015,27-02-2021,Yes,No,No,Good,39.7,Poor
5204,Feature Phone,93915724,Apple,ProBook,28-01-2015,13-03-2021,No,No,No,Poor,26.24,Good
5205,Feature Phone,54496538,Apple,Inspiron,05-05-2019,07-07-2021,Yes,No,No,Average,37.7,Average
5206,Laptop,13157869,HP,EliteBook,24-05-2016,24-02-2021,No,Yes,Yes,Poor,32.73,Good
5207,Laptop,53479570,HP,MacBook,12-10-2016,01-02-2021,No,No,Yes,Good,37.49,Average
5208,Smart Phone,38680229,Apple,Inspiron,13-05-2017,04-02-2021,No,No,No,Good,35.9,Average
5209,Smart Phone,20618483,Apple,MacBook,20-06-2020,25-03-2021,No,No,Yes,Average,27.51,Good
5210,Feature Phone,44003647,HP,ProBook,13-03-2016,08-01-2021,No,Yes,Yes,Average,5.3,Poor
5211,Feature Phone,92078857,Apple,ProBook,15-01-2020,19-02-2021,Yes,Yes,No,Poor,8.51,Average
5212,Smart Phone,24842228,HP,Vostro,05-12-2014,06-04-2021,Yes,No,Yes,Good,10.32,Good
5213,Laptop,95494661,Apple,Inspiron,11-04-2017,12-02-2021,No,No,Yes,Average,9.47,Good
5214,Laptop,28784418,Dell,ProBook,29-08-2018,30-07-2021,Yes,No,No,Average,7.9,Good
5215,Smart Phone,97768678,Lenovo,Vostro,01-04-2017,21-07-2021,Yes,Yes,Yes,Good,12.1,Good
5216,Smart Phone,99489854,HP,EliteBook,11-06-2019,10-05-2021,No,No,No,Poor,33.81,Poor
5217,Laptop,71309705,Dell,ThinkPad,15-04-2014,20-07-2021,No,No,Yes,Average,3.5,Good
5218,Laptop,40873053,Apple,ProBook,13-12-2016,22-03-2021,No,Yes,No,Good,24.36,Good
5219,Feature Phone,46207975,Lenovo,EliteBook,06-08-2014,10-06-2021,Yes,No,Yes,Average,35.51,Average
5220,Laptop,3760338,Lenovo,EliteBook,21-02-2015,29-01-2021,Yes,Yes,No,Poor,1.27,Poor
5221,Laptop,54084810,Lenovo,Inspiron,20-09-2018,22-04-2021,No,Yes,Yes,Poor,16.35,Average
5222,Smart Phone,56233841,Apple,EliteBook,03-08-2016,08-02-2021,Yes,Yes,Yes,Poor,31.9,Average
5223,Laptop,22294388,Lenovo,EliteBook,05-09-2014,12-06-2021,Yes,No,No,Good,37.69,Average
5224,Laptop,88332161,Dell,ProBook,15-09-2020,27-03-2021,No,Yes,Yes,Poor,25.67,Poor
5225,Laptop,51434205,HP,Inspiron,16-01-2014,02-07-2021,Yes,Yes,No,Poor,23.3,Good
5226,Smart Phone,19462240,Lenovo,Inspiron,21-08-2016,18-05-2021,Yes,No,Yes,Good,27.32,Poor
5227,Feature Phone,28591085,Dell,ProBook,02-04-2014,06-07-2021,No,No,No,Poor,23.37,Good
5228,Feature Phone,33874197,Dell,ProBook,21-08-2019,27-04-2021,No,Yes,No,Poor,35.11,Average
5229,Smart Phone,96140697,Lenovo,EliteBook,13-10-2014,15-03-2021,No,Yes,No,Average,9.44,Average
5230,Laptop,68703103,Dell,MacBook,12-06-2017,17-05-2021,No,No,Yes,Poor,21.3,Average
5231,Smart Phone,45875571,Apple,EliteBook,21-07-2015,23-07-2021,No,Yes,No,Average,24.98,Average
5232,Laptop,6224417,Lenovo,MacBook,19-08-2016,25-05-2021,No,No,Yes,Poor,37.99,Poor
5233,Smart Phone,51561345,Dell,Inspiron,05-03-2019,06-06-2021,No,No,Yes,Average,22.88,Average
5234,Feature Phone,92032781,HP,MacBook,08-12-2019,25-06-2021,No,No,No,Average,22.11,Average
5235,Feature Phone,8967534,HP,Vostro,01-01-2014,25-01-2021,No,No,No,Average,2.51,Average
5236,Smart Phone,14913297,Dell,ProBook,25-07-2019,09-07-2021,No,Yes,No,Average,24.5,Good
5237,Smart Phone,30550919,Dell,Vostro,07-04-2020,28-02-2021,No,Yes,No,Average,29.23,Average
5238,Feature Phone,71968483,HP,ProBook,02-08-2016,30-03-2021,No,No,No,Good,14.54,Good
5239,Smart Phone,28455127,Lenovo,Vostro,30-08-2018,30-04-2021,Yes,No,No,Good,34.7,Average
5240,Smart Phone,14310515,Lenovo,MacBook,19-10-2019,29-04-2021,Yes,Yes,No,Good,11.6,Poor
5241,Laptop,23909533,Dell,Vostro,01-09-2018,31-07-2021,Yes,No,No,Average,23.25,Good
5242,Feature Phone,28214632,HP,MacBook,29-10-2015,03-03-2021,No,No,Yes,Poor,6.96,Good
5243,Feature Phone,18720389,HP,Inspiron,15-09-2015,18-04-2021,Yes,No,Yes,Good,2.64,Average
5244,Laptop,70685909,HP,ThinkPad,14-04-2015,19-06-2021,No,No,Yes,Average,24.6,Average
5245,Smart Phone,87455243,Dell,MacBook,21-11-2016,08-08-2021,Yes,Yes,Yes,Average,3.5,Average
5246,Laptop,70890143,HP,EliteBook,11-01-2014,25-02-2021,Yes,Yes,No,Poor,27.34,Poor
5247,Smart Phone,76113598,Lenovo,ThinkPad,19-12-2019,17-02-2021,Yes,Yes,Yes,Good,32.16,Poor
5248,Smart Phone,50907427,Apple,Inspiron,26-08-2014,20-02-2021,Yes,No,No,Poor,12.4,Good
5249,Laptop,47942578,Apple,Inspiron,03-05-2019,11-06-2021,Yes,Yes,No,Poor,3.41,Average
5250,Smart Phone,18850406,Lenovo,Vostro,03-08-2020,08-03-2021,No,No,No,Good,8.22,Poor
5251,Feature Phone,8154392,Lenovo,ProBook,26-07-2018,03-01-2021,No,No,Yes,Poor,23.76,Average
5252,Laptop,38248856,Apple,MacBook,27-02-2014,04-01-2021,No,No,Yes,Good,25.24,Good
5253,Feature Phone,97131717,Apple,EliteBook,17-12-2018,25-07-2021,No,No,No,Good,12.1,Poor
5254,Smart Phone,22261786,HP,Inspiron,16-02-2020,19-07-2021,No,Yes,Yes,Poor,33.42,Good
5255,Feature Phone,43187041,Lenovo,Vostro,07-11-2014,10-01-2021,Yes,No,Yes,Good,1.57,Good
5256,Feature Phone,76969102,Lenovo,EliteBook,13-11-2020,22-03-2021,Yes,Yes,Yes,Good,8.12,Average
5257,Laptop,57795751,Lenovo,EliteBook,18-12-2017,04-06-2021,Yes,Yes,No,Poor,13.42,Average
5258,Laptop,36727353,Lenovo,MacBook,09-07-2018,29-04-2021,No,Yes,No,Average,31.31,Good
5259,Laptop,95515830,Lenovo,ThinkPad,11-03-2014,23-01-2021,Yes,No,Yes,Average,1.91,Poor
5260,Laptop,26707082,Dell,ThinkPad,22-12-2016,01-03-2021,Yes,No,Yes,Poor,22.87,Good
5261,Laptop,21788840,HP,EliteBook,25-11-2020,18-03-2021,Yes,Yes,Yes,Good,35,Good
5262,Feature Phone,73348825,Lenovo,EliteBook,14-08-2016,12-02-2021,No,Yes,Yes,Poor,30.57,Poor
5263,Feature Phone,88986142,Apple,Inspiron,24-01-2015,09-03-2021,No,Yes,Yes,Good,34.85,Good
5264,Laptop,52275944,Dell,EliteBook,18-09-2018,31-03-2021,No,No,Yes,Poor,35.92,Good
5265,Feature Phone,10162705,Lenovo,ThinkPad,22-02-2016,20-02-2021,No,No,No,Poor,34.66,Average
5266,Feature Phone,61666634,Apple,ProBook,22-10-2014,30-03-2021,Yes,No,Yes,Poor,37.36,Poor
5267,Feature Phone,37571245,Dell,Vostro,22-11-2014,21-05-2021,Yes,No,Yes,Good,8.81,Poor
5268,Feature Phone,87121780,Dell,Vostro,05-09-2015,12-03-2021,Yes,No,No,Good,4.43,Average
5269,Feature Phone,82080303,HP,Inspiron,14-02-2020,24-07-2021,Yes,No,No,Poor,26.6,Average
5270,Feature Phone,84900760,HP,Vostro,21-08-2019,28-05-2021,No,Yes,No,Poor,37.55,Good
5271,Feature Phone,14828683,Dell,ProBook,01-11-2018,13-03-2021,No,Yes,Yes,Poor,5.66,Good
5272,Feature Phone,98304356,Lenovo,ThinkPad,06-01-2015,29-01-2021,No,No,Yes,Good,34.33,Good
5273,Feature Phone,3172056,Dell,EliteBook,29-04-2017,18-02-2021,Yes,Yes,No,Good,12.69,Poor
5274,Feature Phone,93331395,Apple,Vostro,17-01-2019,06-03-2021,No,Yes,No,Poor,2.7,Average
5275,Laptop,87858839,Apple,ThinkPad,09-08-2018,18-02-2021,Yes,No,Yes,Poor,33.9,Good
5276,Laptop,77265432,Dell,Inspiron,12-05-2015,24-07-2021,No,No,No,Average,38.2,Average
5277,Laptop,9562622,Lenovo,Vostro,31-05-2016,01-07-2021,No,No,No,Average,3.48,Good
5278,Feature Phone,820363,HP,Vostro,01-09-2017,18-04-2021,No,Yes,No,Poor,5.92,Average
5279,Laptop,29642373,Lenovo,EliteBook,29-12-2016,11-06-2021,Yes,Yes,Yes,Poor,7.93,Good
5280,Laptop,30304895,HP,MacBook,25-10-2016,19-07-2021,Yes,Yes,Yes,Poor,22.87,Poor
5281,Smart Phone,59454007,Apple,EliteBook,19-05-2018,11-04-2021,Yes,Yes,No,Poor,6.88,Poor
5282,Laptop,31292290,Apple,EliteBook,21-02-2020,17-05-2021,Yes,Yes,Yes,Poor,13.94,Average
5283,Feature Phone,7585197,Apple,Inspiron,24-10-2017,18-02-2021,No,Yes,Yes,Poor,21.37,Poor
5284,Laptop,10348444,HP,Vostro,06-10-2014,28-02-2021,Yes,No,No,Poor,13.52,Average
5285,Laptop,14505164,Lenovo,EliteBook,19-11-2015,16-04-2021,Yes,No,No,Average,28.21,Average
5286,Feature Phone,71331706,Lenovo,ThinkPad,10-04-2014,25-05-2021,No,Yes,No,Average,6.2,Poor
