,Device_type,Device_ID,Device_brand,Device_model,Manufacture_Date,Allocation_Date,device_in_use,water_damage,device_responsive,battery_health,Usage(hrs),Latency(ms)
4897,Laptop,91857330,Lenovo,ThinkPad,21-06-2016,04-08-2021,No,Yes,Yes,Good,9.57,Good
4898,Laptop,23850606,Dell,Vostro,15-12-2014,04-06-2021,Yes,Yes,Yes,Average,9.85,Poor
4899,Smart Phone,43384549,OnePlus,OnePlus 7pro,02-10-2014,21-02-2021,No,No,Yes,Poor,3.89,Poor
4900,Smart Phone,55867283,Blackberry,Q5,09-08-2014,03-02-2021,No,Yes,No,Poor,1.74,Good
4901,Smart Phone,37744410,Samsung,Galaxy J7 duo,10-06-2016,26-03-2021,Yes,No,Yes,Poor,4.43,Average
4902,Smart Phone,52152313,Blackberry,Keyone,29-08-2019,05-01-2021,No,Yes,Yes,Average,4.96,Good
4903,Laptop,87529920,Apple,MacBook,05-01-2020,12-06-2021,No,No,No,Good,14.93,Good
4904,Smart Phone,29428861,OnePlus,OnePlus 7,01-05-2017,07-01-2021,No,Yes,No,Good,2.4,Good
4905,Smart Phone,437196,Oppo,Neo,08-12-2015,01-04-2021,No,Yes,No,Good,19.38,Poor
4906,Feature Phone,554275,Samsung,125,14-04-2014,20-04-2021,Yes,Yes,Yes,Average,3.91,Average
4907,Smart Phone,52517037,OnePlus,OnePlus 7T,09-09-2019,09-01-2021,No,Yes,Yes,Poor,3.33,Good
4908,Smart Phone,22727589,Samsung,Galaxy A8s,11-01-2019,05-05-2021,Yes,Yes,Yes,Average,4.23,Good
4909,Feature Phone,938280,Samsung,8000,09-12-2015,06-01-2021,Yes,No,Yes,Average,5.47,Poor
4910,Laptop,20645717,Lenovo,ThinkPad,01-11-2015,25-05-2021,No,Yes,Yes,Poor,2.7,Average
4911,Feature Phone,41135648,Samsung,6300,07-02-2015,17-06-2021,No,No,No,Poor,1.94,Poor
4912,Smart Phone,50444922,OnePlus,OnePlus 6T,07-09-2017,14-03-2021,No,No,Yes,Poor,3.74,Poor
4913,Smart Phone,53364364,OnePlus,OnePlus 7,19-09-2018,09-01-2021,Yes,Yes,Yes,Poor,3.82,Poor
4914,Laptop,93187985,Apple,MacBook,11-11-2017,08-08-2021,Yes,Yes,Yes,Poor,1.97,Good
4915,Laptop,76419942,Dell,Vostro,03-01-2015,26-06-2021,No,Yes,No,Good,19.31,Good
4916,Laptop,60862266,Lenovo,Ideapad,09-07-2018,21-04-2021,No,Yes,Yes,Good,11.76,Good
4917,Feature Phone,20770891,Samsung,215,09-06-2018,22-01-2021,No,No,Yes,Good,11.38,Good
4918,Feature Phone,91422804,Nokia,6300,22-06-2017,11-05-2021,No,No,Yes,Average,8.59,Poor
4919,Smart Phone,70210620,Blackberry,Aurora,12-03-2018,11-02-2021,No,Yes,No,Average,7.69,Average
4920,Laptop,1631517,Apple,MacBook,15-07-2019,22-02-2021,No,Yes,No,Poor,4.29,Poor
4921,Laptop,72117972,Dell,Inspiron,22-05-2019,18-05-2021,No,Yes,No,Poor,2.3,Good
4922,Feature Phone,52794742,Nokia,5310,13-02-2015,20-02-2021,No,No,No,Good,6.61,Good
4923,Smart Phone,64084053,OnePlus,OnePlus 6,29-10-2020,19-02-2021,No,No,No,Poor,1.16,Poor
4924,Laptop,4929499,HP,EliteBook,28-03-2019,28-04-2021,No,Yes,No,Good,12.29,Good
4925,Feature Phone,93711159,Samsung,5310,09-12-2017,15-07-2021,Yes,Yes,Yes,Good,15.5,Good
4926,Smart Phone,43548941,OnePlus,OnePlus 8,29-01-2017,03-02-2021,Yes,No,Yes,Poor,3.69,Poor
4927,Feature Phone,7548956,Nokia,125,28-11-2014,17-05-2021,No,Yes,No,Poor,1.29,Poor
4928,Laptop,77145703,HP,Pavilion,10-10-2018,14-04-2021,No,No,Yes,Good,3.57,Average
4929,Feature Phone,91817389,Samsung,125,16-09-2020,17-02-2021,No,Yes,No,Poor,1.88,Poor
4930,Smart Phone,33560779,Samsung,Galaxy S9,03-12-2016,21-04-2021,No,Yes,Yes,Average,1.59,Poor
4931,Feature Phone,42540700,Nokia,6300,02-01-2015,22-06-2021,No,Yes,No,Good,14.68,Average
4932,Laptop,30796102,HP,Probook,21-05-2014,20-06-2021,No,Yes,No,Poor,4.27,Good
4933,Feature Phone,59476924,Samsung,215,11-08-2014,01-06-2021,Yes,Yes,Yes,Average,6.32,Good
4934,Laptop,87131215,Dell,Vostro,03-10-2015,12-02-2021,No,Yes,Yes,Poor,4.45,Good
4935,Smart Phone,3727591,Blackberry,Passport,13-07-2020,13-05-2021,No,No,Yes,Good,9.77,Good
4936,Laptop,48871211,HP,EliteBook,27-06-2016,06-04-2021,Yes,Yes,Yes,Poor,3.19,Average
4937,Feature Phone,47177000,Samsung,225,03-12-2018,04-03-2021,No,No,Yes,Poor,2.52,Poor
4938,Smart Phone,97640936,Blackberry,Leap,08-11-2015,26-05-2021,No,Yes,No,Average,8.45,Poor
4939,Feature Phone,61057395,Samsung,125,29-04-2019,23-06-2021,No,Yes,Yes,Good,3.62,Poor
4940,Laptop,56094367,Apple,ProBook,16-08-2020,08-07-2021,Yes,No,Yes,Good,13.51,Good
4941,Smart Phone,24717106,Blackberry,Aurora,01-02-2020,31-01-2021,Yes,Yes,Yes,Good,16.89,Good
4942,Smart Phone,35557012,OnePlus,OnePlus 6T,25-09-2014,10-05-2021,No,Yes,No,Average,7.4,Good
4943,Feature Phone,10360927,Nokia,8000,12-02-2015,20-02-2021,Yes,No,Yes,Good,10,Good
4944,Laptop,86056212,Lenovo,ThinkPad,28-03-2015,01-06-2021,No,No,No,Good,6.8,Good
4945,Smart Phone,45595776,Apple,Iphone XR,16-10-2017,21-07-2021,No,No,No,Average,5.83,Average
4946,Smart Phone,11419518,OnePlus,OnePlus 6T,28-06-2017,02-08-2021,No,No,No,Poor,2.24,Good
4947,Feature Phone,24438858,Nokia,125,06-04-2018,15-07-2021,No,No,Yes,Poor,1.11,Good
4948,Feature Phone,64549262,Nokia,5310,01-08-2020,17-05-2021,Yes,Yes,Yes,Poor,3.89,Good
4949,Smart Phone,62696142,Blackberry,Passport,06-06-2014,18-03-2021,No,No,No,Poor,3.61,Poor
4950,Laptop,7969584,Lenovo,ThinkPad,08-02-2018,13-04-2021,No,Yes,Yes,Average,7.88,Good
4951,Laptop,11266501,Lenovo,ThinkPad,21-05-2016,30-05-2021,No,No,No,Poor,4.3,Average
4952,Laptop,81278862,Dell,Vostro,07-11-2019,28-05-2021,Yes,Yes,Yes,Average,7.47,Good
4953,Feature Phone,8329691,Nokia,5310,23-12-2019,17-04-2021,Yes,No,Yes,Poor,2.83,Average
4954,Laptop,35113683,Apple,MacBook,06-12-2014,04-08-2021,No,Yes,No,Average,7.45,Good
4955,Feature Phone,7140709,Nokia,125,08-02-2017,11-06-2021,No,Yes,No,Average,6.17,Good
4956,Laptop,85761070,Apple,MacBook,20-10-2015,19-01-2021,No,No,No,Good,2.99,Average
4957,Feature Phone,17376556,Nokia,225,31-12-2015,24-05-2021,No,Yes,Yes,Average,6.24,Good
4958,Feature Phone,67249800,Samsung,8000,06-03-2017,26-01-2021,No,Yes,No,Average,1.53,Poor
4959,Smart Phone,63459548,OnePlus,OnePlus 9R,16-10-2016,04-03-2021,No,Yes,Yes,Good,4.46,Average
4960,Feature Phone,48624206,Nokia,125,17-11-2015,09-03-2021,No,No,Yes,Poor,3.8,Average
4961,Laptop,56755961,HP,Pavilion,12-09-2014,27-07-2021,No,No,No,Poor,3.66,Good
4962,Smart Phone,31333436,Samsung,Galaxy J7 duo,06-12-2019,23-06-2021,No,No,No,Good,8.59,Good
4963,Smart Phone,94551310,Oppo,Find 7,09-03-2015,22-06-2021,No,No,No,Good,16.5,Average
4964,Laptop,57416984,Dell,Inspiron,04-06-2016,31-01-2021,No,No,Yes,Good,1.12,Poor
4965,Feature Phone,29897629,Samsung,6300,02-05-2019,20-05-2021,Yes,No,Yes,Average,6.83,Average
4966,Feature Phone,65751961,Nokia,8000,26-10-2020,16-05-2021,No,Yes,No,Good,5.5,Poor
4967,Smart Phone,44899974,Samsung,Galaxy J7 duo,10-09-2017,02-08-2021,No,Yes,Yes,Poor,2.76,Average
4968,Smart Phone,69171536,OnePlus,OnePlus 6,04-12-2016,26-02-2021,No,Yes,No,Good,12.6,Average
4969,Feature Phone,12976263,Samsung,8000,18-09-2014,07-07-2021,No,Yes,No,Good,15.28,Good
4970,Smart Phone,77929969,Samsung,Galaxy S9,22-11-2019,22-07-2021,No,No,Yes,Average,3.14,Average
4971,Feature Phone,29386314,Samsung,215,06-12-2014,25-04-2021,No,Yes,No,Average,8.66,Good
4972,Laptop,78496538,Lenovo,ThinkPad,20-02-2019,04-04-2021,No,No,No,Average,3.95,Average
4973,Feature Phone,39378040,Nokia,5310,29-08-2016,08-05-2021,No,No,Yes,Average,3.85,Average
4974,Smart Phone,44165031,Samsung,Galaxy A8s,05-02-2017,28-03-2021,No,Yes,No,Poor,1.76,Good
4975,Feature Phone,22098252,Samsung,6300,14-05-2018,21-05-2021,No,Yes,No,Average,5.75,Poor
4976,Laptop,81112722,HP,Probook,24-09-2017,08-02-2021,No,Yes,Yes,Good,5.81,Poor
4977,Feature Phone,53530417,Nokia,125,09-05-2018,14-04-2021,No,Yes,No,Poor,4.67,Good
4978,Laptop,30412026,Dell,Inspiron,17-03-2018,22-04-2021,Yes,Yes,Yes,Average,7.31,Poor
4979,Smart Phone,6696115,Blackberry,Passport,09-02-2014,19-06-2021,No,Yes,No,Good,4.8,Average
4980,Laptop,64675305,Lenovo,Ideapad,28-04-2017,25-04-2021,No,No,No,Good,4.97,Poor
4981,Laptop,830881,Lenovo,ThinkPad,17-01-2016,24-01-2021,No,No,No,Poor,3.45,Average
4982,Laptop,80434283,Dell,Vostro,17-11-2018,13-01-2021,No,No,No,Average,2.11,Good
4983,Laptop,8751140,Apple,ProBook,05-11-2018,15-05-2021,No,No,No,Good,3.7,Good
4984,Smart Phone,65511954,Oppo,A3s,31-10-2014,17-05-2021,No,Yes,Yes,Average,3.13,Poor
4985,Laptop,33852096,HP,EliteBook,16-04-2019,02-03-2021,No,No,Yes,Average,2.67,Poor
4986,Laptop,10412725,Apple,ProBook,18-12-2019,15-04-2021,No,Yes,No,Average,7.7,Good
4987,Smart Phone,83410208,Samsung,Galaxy A6,03-05-2015,09-03-2021,Yes,No,Yes,Good,2.31,Good
4988,Laptop,15325105,Apple,MacBook,13-01-2019,03-04-2021,No,No,No,Poor,1.81,Poor
4989,Smart Phone,81945375,Samsung,Galaxy J7 duo,22-07-2014,16-01-2021,No,No,Yes,Average,2.41,Poor
4990,Laptop,60380487,Lenovo,Ideapad,10-10-2015,30-06-2021,No,No,No,Good,13.18,Good
4991,Smart Phone,81628421,Blackberry,Q5,23-05-2019,01-06-2021,No,No,No,Poor,4.9,Average
4992,Feature Phone,91555861,Nokia,225,21-12-2014,08-07-2021,No,Yes,No,Good,2.37,Poor
4993,Feature Phone,37396794,Samsung,225,27-07-2016,10-06-2021,No,Yes,No,Poor,3.23,Average
4994,Feature Phone,82456245,Nokia,125,14-07-2020,29-04-2021,No,Yes,No,Poor,3.84,Average
4995,Smart Phone,16755871,Samsung,Galaxy Note 9,31-07-2014,04-06-2021,No,No,No,Good,11.97,Good
4996,Smart Phone,38337802,Blackberry,Leap,01-05-2016,29-01-2021,No,Yes,Yes,Good,1.21,Average
4997,Smart Phone,48030700,Samsung,Galaxy J7 duo,09-12-2015,12-07-2021,No,No,Yes,Good,5.12,Poor
4998,Smart Phone,40135366,Samsung,Galaxy A8s,28-04-2015,12-04-2021,Yes,Yes,Yes,Average,6.24,Average
4999,Feature Phone,6379476,Samsung,125,13-03-2019,14-06-2021,No,No,No,Poor,2.83,Average
5000,Feature Phone,19857305,Nokia,6300,15-12-2014,05-05-2021,No,Yes,No,Average,7.2,Poor
5001,Feature Phone,87308785,Nokia,125,20-04-2016,17-04-2021,No,No,No,Good,19.61,Poor
5002,Laptop,84279279,Dell,Inspiron,02-11-2019,21-01-2021,No,Yes,Yes,Average,6.75,Poor
5003,Laptop,55772761,Dell,Inspiron,24-03-2018,29-01-2021,Yes,No,Yes,Poor,4.67,Good
5004,Feature Phone,9019560,Nokia,215,08-11-2018,03-04-2021,Yes,Yes,Yes,Average,8.39,Good
5005,Laptop,12124411,Lenovo,Ideapad,15-04-2014,10-03-2021,No,No,Yes,Good,11.18,Average
5006,Feature Phone,75336868,Nokia,8000,07-02-2016,23-01-2021,No,No,Yes,Average,9.75,Good
5007,Smart Phone,75515980,Samsung,Galaxy S9,25-07-2015,04-05-2021,No,Yes,No,Poor,4.3,Poor
5008,Feature Phone,50603640,Nokia,225,18-05-2019,08-03-2021,No,Yes,Yes,Poor,2.19,Average
5009,Feature Phone,86163101,Samsung,215,26-08-2017,13-01-2021,No,No,Yes,Poor,1.1,Poor
5010,Laptop,42153115,HP,Probook,20-08-2015,05-07-2021,Yes,No,Yes,Average,8.3,Good
5011,Smart Phone,87203271,Oppo,A3s,23-09-2018,04-01-2021,No,No,Yes,Poor,3.91,Average
5012,Smart Phone,66391326,Nokia,XR20,24-03-2015,09-02-2021,Yes,Yes,Yes,Poor,2.3,Average
5013,Laptop,38994654,Lenovo,Ideapad,08-01-2019,19-05-2021,No,No,No,Good,7.3,Good
5014,Smart Phone,71323299,Nokia,X100,12-03-2018,04-08-2021,No,Yes,No,Good,2.9,Good
5015,Laptop,98255078,Dell,Vostro,29-06-2017,16-03-2021,No,No,No,Poor,3.57,Good
5016,Feature Phone,86564335,Samsung,5310,05-07-2017,15-03-2021,Yes,Yes,Yes,Good,8.57,Average
5017,Laptop,37914110,Lenovo,ThinkPad,03-05-2016,11-07-2021,No,Yes,No,Average,4.34,Poor
5018,Feature Phone,21929632,Nokia,215,08-09-2019,28-06-2021,No,Yes,No,Good,7.69,Average
5019,Laptop,58278192,Lenovo,ThinkPad,24-09-2014,03-08-2021,No,No,Yes,Poor,1.48,Poor
5020,Smart Phone,26295374,Apple,Iphone XR,08-06-2018,28-07-2021,No,Yes,Yes,Good,13.9,Poor
5021,Smart Phone,77760616,Apple,Iphone X,11-03-2014,12-04-2021,Yes,Yes,Yes,Average,8.92,Average
5022,Laptop,47018570,Dell,Vostro,04-05-2018,01-03-2021,No,Yes,No,Poor,1.23,Poor
5023,Feature Phone,69350078,Nokia,6300,02-01-2019,15-01-2021,No,No,No,Poor,3.99,Poor
5024,Feature Phone,91451316,Nokia,5310,01-11-2017,13-04-2021,No,No,No,Good,16.35,Poor
5025,Laptop,21117879,Lenovo,Ideapad,04-11-2016,19-04-2021,No,No,No,Poor,1.14,Good
5026,Feature Phone,27198445,Nokia,5310,15-02-2014,21-06-2021,No,Yes,No,Good,17.3,Good
5027,Feature Phone,9881006,Nokia,215,23-12-2016,03-05-2021,No,Yes,No,Poor,2.32,Average
5028,Smart Phone,45294563,Nokia,XR20,10-12-2017,03-03-2021,No,No,No,Poor,3.47,Good
5029,Feature Phone,17557009,Samsung,225,19-06-2014,29-01-2021,No,Yes,No,Average,1.66,Poor
5030,Smart Phone,31503792,Nokia,X100,06-05-2014,25-05-2021,Yes,No,Yes,Average,8.61,Poor
5031,Feature Phone,27969823,Samsung,125,08-07-2019,06-06-2021,No,Yes,No,Poor,4.46,Good
5032,Feature Phone,31262507,Samsung,125,10-05-2017,05-02-2021,No,Yes,No,Poor,2.75,Good
5033,Feature Phone,25733365,Samsung,125,30-01-2020,16-03-2021,No,No,Yes,Good,10.97,Good
5034,Smart Phone,42798781,Oppo,A52,15-02-2019,13-02-2021,Yes,No,Yes,Average,5.67,Good
5035,Feature Phone,56690224,Nokia,125,13-01-2018,08-03-2021,No,Yes,No,Good,15.76,Average
5036,Feature Phone,50641208,Nokia,6300,23-11-2018,29-01-2021,No,Yes,No,Poor,1.83,Poor
5037,Feature Phone,77163738,Samsung,225,15-08-2014,31-05-2021,Yes,Yes,Yes,Good,11.88,Poor
5038,Feature Phone,48130752,Nokia,8000,14-06-2015,13-03-2021,No,No,No,Average,5.67,Average
5039,Laptop,20462208,Lenovo,ThinkPad,24-06-2019,20-01-2021,No,No,No,Average,6.62,Poor
5040,Smart Phone,27909737,Apple,Iphone SE,30-09-2015,25-02-2021,No,Yes,No,Average,7.57,Poor
5041,Feature Phone,13691684,Nokia,8000,26-09-2016,04-04-2021,Yes,No,Yes,Good,6.51,Average
5042,Smart Phone,89829790,Apple,Iphone 13,11-12-2015,19-02-2021,No,No,Yes,Good,8.65,Good
5043,Feature Phone,75296650,Nokia,6300,25-09-2015,06-03-2021,No,No,Yes,Average,4.52,Poor
5044,Laptop,38672231,Lenovo,Ideapad,05-11-2018,04-03-2021,No,No,Yes,Good,1.71,Average
5045,Laptop,32022803,HP,EliteBook,10-11-2019,25-03-2021,No,Yes,No,Poor,3.24,Average
5046,Feature Phone,51864910,Samsung,215,19-06-2015,23-06-2021,Yes,Yes,Yes,Average,9.5,Good
5047,Smart Phone,75871116,OnePlus,OnePlus 6,27-11-2019,04-06-2021,No,No,No,Average,5.47,Average
5048,Smart Phone,17058568,Nokia,G50,09-10-2018,11-01-2021,No,No,Yes,Good,16.18,Poor
5049,Feature Phone,21040511,Samsung,6300,07-08-2014,04-01-2021,Yes,Yes,Yes,Good,10.89,Good
5050,Laptop,93585569,Apple,ProBook,06-05-2019,09-03-2021,Yes,Yes,Yes,Good,6.18,Poor
5051,Smart Phone,70926675,Nokia,G50,11-08-2020,01-04-2021,Yes,No,Yes,Average,8.45,Average
5052,Smart Phone,48626415,OnePlus,OnePlus 9R,14-11-2018,20-07-2021,No,No,Yes,Poor,2.38,Average
5053,Smart Phone,21925481,Samsung,Galaxy S9,07-03-2018,03-01-2021,No,Yes,No,Poor,1.18,Good
5054,Laptop,17330985,Dell,Inspiron,17-01-2020,06-02-2021,No,No,No,Average,4.57,Poor
5055,Laptop,49290646,HP,Pavilion,05-03-2018,26-01-2021,No,No,Yes,Average,7.84,Good
5056,Feature Phone,82021702,Nokia,225,24-09-2015,15-02-2021,Yes,No,Yes,Poor,2.37,Good
5057,Smart Phone,61579309,Nokia,X20,08-08-2017,19-01-2021,Yes,Yes,Yes,Good,1.48,Average
5058,Feature Phone,31675987,Samsung,215,04-11-2020,15-03-2021,No,No,Yes,Poor,2.15,Average
5059,Feature Phone,31562102,Nokia,225,02-03-2014,23-05-2021,No,No,No,Average,4.33,Average
5060,Feature Phone,36230396,Samsung,8000,10-08-2017,17-03-2021,No,No,No,Average,3.18,Average
5061,Laptop,24963183,Lenovo,ThinkPad,13-04-2016,22-01-2021,No,Yes,No,Poor,2.44,Average
5062,Feature Phone,56118940,Nokia,6300,05-07-2020,02-01-2021,No,No,Yes,Average,5.22,Average
5063,Feature Phone,43950584,Samsung,5310,05-04-2020,20-02-2021,No,No,No,Average,5.68,Poor
5064,Laptop,48175494,Apple,ProBook,24-04-2016,01-04-2021,No,Yes,No,Good,2.28,Good
5065,Feature Phone,76050800,Nokia,6300,16-03-2019,04-07-2021,No,Yes,No,Average,9.9,Poor
5066,Smart Phone,6063566,Nokia,G50,25-02-2020,02-03-2021,No,No,No,Good,10.77,Good
5067,Smart Phone,27057117,Blackberry,Leap,09-09-2019,23-07-2021,No,Yes,No,Good,2.99,Poor
5068,Feature Phone,15081612,Nokia,215,26-04-2015,11-01-2021,Yes,Yes,Yes,Good,1.89,Poor
5069,Laptop,47588288,Apple,MacBook,07-04-2020,14-07-2021,No,No,Yes,Poor,3.7,Poor
5070,Smart Phone,44132040,Nokia,G300,24-04-2017,22-04-2021,No,No,Yes,Average,7.15,Good
5071,Laptop,92858565,Lenovo,ThinkPad,18-11-2015,04-08-2021,No,Yes,No,Poor,1.19,Poor
5072,Feature Phone,76756030,Nokia,215,17-07-2018,13-02-2021,No,No,Yes,Average,6.93,Good
5073,Smart Phone,20190132,OnePlus,OnePlus 8,23-07-2015,10-02-2021,No,No,Yes,Good,7.24,Good
5074,Laptop,66181729,Apple,MacBook,10-01-2016,10-07-2021,Yes,No,Yes,Poor,1.32,Good
5075,Feature Phone,14032240,Nokia,6300,13-04-2019,21-01-2021,No,Yes,No,Poor,4.62,Good
5076,Laptop,40045399,Apple,MacBook,10-04-2014,31-05-2021,No,No,Yes,Good,18.39,Average
5077,Feature Phone,53123497,Nokia,225,04-09-2020,02-03-2021,No,No,No,Average,6.69,Poor
5078,Smart Phone,36590322,Nokia,X20,11-10-2020,20-07-2021,No,Yes,No,Average,6.25,Average
5079,Feature Phone,81567218,Nokia,5310,22-12-2020,11-05-2021,No,Yes,Yes,Average,7.46,Good
5080,Laptop,72984864,Apple,ProBook,11-05-2018,30-04-2021,Yes,Yes,Yes,Good,2.2,Poor
5081,Laptop,88349367,Apple,MacBook,25-02-2017,07-02-2021,No,Yes,No,Poor,3.81,Poor
5082,Feature Phone,29697946,Nokia,5310,10-03-2014,03-04-2021,Yes,Yes,Yes,Poor,4.56,Good
5083,Smart Phone,74612499,Oppo,A3s,02-06-2019,23-01-2021,No,Yes,No,Good,17.4,Good
5084,Smart Phone,41316139,Oppo,A52,08-05-2020,10-03-2021,No,No,Yes,Poor,3.61,Average
5085,Feature Phone,32543636,Nokia,5310,21-04-2015,10-04-2021,No,No,No,Good,3.3,Average
5086,Smart Phone,33744551,Oppo,A3s,03-03-2018,23-02-2021,No,No,Yes,Average,3.33,Poor
5087,Feature Phone,15378187,Nokia,6300,14-02-2014,19-07-2021,No,No,Yes,Average,1.78,Poor
5088,Smart Phone,78678705,Nokia,G50,02-07-2014,16-02-2021,No,Yes,No,Good,13.54,Good
5089,Smart Phone,3491454,Nokia,X20,18-12-2019,28-06-2021,Yes,No,Yes,Poor,2.77,Poor
5090,Laptop,93098137,Dell,Vostro,24-05-2019,14-01-2021,Yes,Yes,Yes,Average,3.9,Good
5091,Feature Phone,75193461,Nokia,225,08-09-2015,26-01-2021,No,No,No,Average,6.74,Average
5092,Laptop,23293687,Dell,Vostro,12-02-2014,23-01-2021,No,No,No,Average,3.62,Average
5093,Feature Phone,58575123,Nokia,215,24-11-2019,17-01-2021,No,No,No,Average,4.9,Average
5094,Feature Phone,22221964,Samsung,225,01-10-2015,04-03-2021,No,Yes,No,Poor,1.65,Good
5095,Smart Phone,2655673,OnePlus,OnePlus 8,07-11-2016,29-06-2021,No,Yes,Yes,Poor,2.41,Good
5096,Feature Phone,50868070,Samsung,125,25-11-2015,09-08-2021,Yes,No,Yes,Good,11.64,Average
5097,Smart Phone,49907285,Nokia,X20,09-03-2020,11-06-2021,No,No,Yes,Poor,3.24,Average
5098,Smart Phone,96892213,Oppo,A11k,25-03-2018,23-06-2021,No,No,No,Average,4.4,Good
5099,Feature Phone,75923105,Samsung,215,29-02-2016,12-01-2021,No,Yes,No,Poor,4.53,Average
5100,Smart Phone,94685589,OnePlus,OnePlus nord,20-11-2018,21-03-2021,Yes,No,Yes,Good,11.8,Poor
5101,Smart Phone,55103442,Nokia,C20 Plus,29-11-2016,25-05-2021,No,Yes,No,Poor,2.4,Poor
5102,Smart Phone,2553900,Nokia,X10,15-07-2014,21-04-2021,No,No,Yes,Poor,3.37,Average
5103,Feature Phone,27891094,Nokia,6300,20-06-2018,24-06-2021,No,No,No,Average,3.51,Average
5104,Laptop,94771824,Dell,Vostro,15-01-2016,27-03-2021,Yes,Yes,Yes,Good,3.28,Poor
5105,Feature Phone,59446620,Samsung,125,22-01-2015,30-05-2021,No,Yes,No,Poor,1.74,Average
5106,Laptop,77207876,Apple,ProBook,18-11-2017,01-08-2021,No,No,No,Good,18.32,Poor
5107,Feature Phone,63040302,Samsung,125,26-11-2014,04-02-2021,No,No,No,Average,8,Poor
5108,Feature Phone,54702981,Nokia,5310,07-10-2015,15-06-2021,No,No,No,Good,8.63,Average
5109,Laptop,26790930,Lenovo,Ideapad,04-12-2014,09-08-2021,Yes,No,Yes,Poor,2.1,Poor
5110,Laptop,774345,Lenovo,ThinkPad,08-09-2019,17-02-2021,No,Yes,Yes,Average,6.91,Average
5111,Laptop,61175846,Dell,Inspiron,24-02-2018,05-04-2021,No,Yes,Yes,Good,4.34,Good
5112,Laptop,1978292,Dell,Inspiron,06-04-2019,17-06-2021,No,No,No,Poor,4.86,Poor
5113,Feature Phone,61407381,Nokia,125,07-06-2014,30-06-2021,Yes,Yes,Yes,Average,3.36,Average
5114,Feature Phone,98916627,Nokia,215,23-08-2020,16-07-2021,No,Yes,No,Average,8.8,Average
5115,Smart Phone,54194267,Apple,Iphone 12,28-04-2014,20-04-2021,Yes,Yes,Yes,Average,8.2,Average
5116,Feature Phone,31427951,Nokia,5310,14-08-2019,17-02-2021,Yes,No,Yes,Average,3.29,Average
5117,Smart Phone,84611956,OnePlus,OnePlus 6,17-04-2020,25-06-2021,No,Yes,No,Poor,3.29,Average
5118,Smart Phone,82235796,Nokia,X20,11-03-2017,29-01-2021,Yes,No,Yes,Poor,3.14,Poor
5119,Smart Phone,21094743,Nokia,X10,05-10-2020,16-05-2021,No,Yes,Yes,Average,8.16,Average
5120,Laptop,19631219,Lenovo,Ideapad,09-03-2014,09-05-2021,No,No,No,Poor,1.78,Good
5121,Feature Phone,77182807,Samsung,125,18-09-2019,31-07-2021,No,No,No,Average,5.56,Poor
5122,Laptop,89253694,Dell,Vostro,27-01-2018,08-04-2021,No,No,No,Good,5.23,Good
5123,Smart Phone,95669922,Apple,Iphone 6S,10-12-2018,12-05-2021,No,Yes,No,Good,8.26,Average
5124,Laptop,89377376,Apple,MacBook,13-01-2018,07-01-2021,No,No,No,Average,7.22,Poor
5125,Laptop,61380226,Dell,Vostro,04-12-2017,15-04-2021,No,No,No,Poor,2.39,Good
5126,Smart Phone,44697679,Blackberry,Passport,04-09-2014,02-06-2021,No,No,No,Good,19.62,Good
5127,Laptop,59855675,Lenovo,Ideapad,21-03-2015,06-04-2021,No,Yes,No,Poor,4.95,Good
5128,Laptop,71179919,Dell,Vostro,12-11-2020,07-05-2021,No,Yes,No,Average,9.93,Poor
5129,Smart Phone,13812225,Samsung,Galaxy Note 9,13-05-2015,14-03-2021,Yes,No,Yes,Good,9.64,Poor
5130,Laptop,10093672,HP,EliteBook,05-08-2018,18-04-2021,No,Yes,No,Poor,4.5,Good
5131,Smart Phone,29532100,Nokia,C20 Plus,30-07-2018,12-06-2021,No,No,No,Poor,4.62,Good
5132,Laptop,78338654,Dell,Vostro,18-12-2014,29-03-2021,No,No,Yes,Average,5.73,Good
5133,Laptop,48168670,Lenovo,ThinkPad,29-09-2020,01-01-2021,No,Yes,No,Poor,2.6,Average
5134,Laptop,63579826,Apple,ProBook,11-10-2020,21-04-2021,No,No,Yes,Average,9.12,Good
5135,Laptop,72973943,Apple,ProBook,19-05-2016,30-05-2021,No,No,Yes,Good,9.78,Good
5136,Feature Phone,32934793,Nokia,225,02-12-2015,18-03-2021,No,Yes,Yes,Average,9.91,Average
5137,Laptop,41228043,Lenovo,ThinkPad,24-11-2019,18-06-2021,No,Yes,Yes,Average,6.7,Average
5138,Feature Phone,92044579,Samsung,5310,29-03-2014,19-05-2021,No,Yes,Yes,Average,7.13,Poor
5139,Feature Phone,29562848,Samsung,5310,06-02-2017,19-07-2021,No,Yes,No,Poor,3.52,Average
5140,Smart Phone,41134047,OnePlus,OnePlus 6,23-05-2016,06-03-2021,No,Yes,No,Good,3.3,Poor
5141,Smart Phone,76443619,Oppo,Joy,05-06-2014,23-05-2021,No,No,Yes,Average,3.13,Poor
5142,Laptop,10836347,Apple,MacBook,08-10-2018,30-07-2021,Yes,Yes,Yes,Average,1.17,Poor
5143,Laptop,48572156,Lenovo,ThinkPad,17-05-2015,07-02-2021,No,Yes,No,Average,1.87,Average
5144,Smart Phone,30138049,Blackberry,Aurora,10-10-2015,17-02-2021,Yes,Yes,Yes,Good,10.75,Average
